V,n,s,Ca
-66.4037925023714,0.507695604577882,1.0388103527711707,0.04828528321760585
-73.66570005940807,0.11330150717116096,1.0374164449643244,0.04698423330007703
-72.68836653228213,0.02530832051000176,1.0360224305905816,0.04574377876410804
-71.96442247451782,0.005680635012988267,1.034643631973936,0.04466368578737873
-71.60852252579856,0.0013045083053469973,1.0332752307614346,0.04370132541514596
-71.46996397390353,0.00032953637288868804,1.0319126520176967,0.04281864117317873
-71.42163943699975,0.00011253093155987436,1.03055352269128,0.041994954037568706
-71.40444323252385,6.429691775953274e-05,1.0291969215920305,0.04122069408180726
-71.39690619052192,5.360724908068815e-05,1.0278425418228676,0.04049102413591089
-71.39217759419961,5.126062621220079e-05,1.026490288463205,0.039802824268647785
-71.38823103917605,5.07667035193275e-05,1.0251401321769642,0.039153596397090665
-71.38449497573093,5.068341390377698e-05,1.0237920626476018,0.038541111829442115
-71.38081320054266,5.069069002172514e-05,1.0224460748547104,0.03796330272601095
-71.37714399808155,5.071787697333466e-05,1.0211021652156993,0.03741822667807314
-71.37347661956096,5.074986476533101e-05,1.0197603305353382,0.036904052161575926
-71.36980815333695,5.078283855259589e-05,1.0184205677187486,0.03641905094194983
-71.36613786422708,5.081607965208865e-05,1.0170828737022655,0.035961591610623504
-71.36246556177755,5.0849391605049034e-05,1.0157472454333676,0.035530134142506185
-71.35879120156525,5.088273548431462e-05,1.0144136798659182,0.035123224868865946
-71.35511479176148,5.0915967052785014e-05,1.0130821739587559,0.034739489408423446
-71.35143640299522,5.0948895589875454e-05,1.0117527246761544,0.034377632094578656
-71.34775576092085,5.0982931390884476e-05,1.0104253289835397,0.034036433572253055
-71.34407313560483,5.101658073493698e-05,1.0090999838560935,0.03371473611970355
-71.34038846664735,5.105015980406653e-05,1.007776686270247,0.033411449556309085
-71.33670173972403,5.108376949107494e-05,1.006455433186086,0.03312553769768334
-71.33301295730348,5.111741635357798e-05,1.0051362216711497,0.03285605657149579
-71.32932212259446,5.115109882926147e-05,1.0038190486181036,0.03260205493908464
-71.32562923468558,5.118482433081331e-05,1.0025039110604803,0.032362680835125446
-71.32193429225521,5.1218601605454476e-05,1.0011908059974726,0.03213711177092482
-71.318237303274,5.1252428944925074e-05,0.999879730433623,0.031924578335426994
-71.31453828322664,5.128630120795796e-05,0.9985706813776968,0.031724351832459766
-71.31083728415018,5.132020300861385e-05,0.9972636558432663,0.03153574340492494
-71.30713425538087,5.135411187822689e-05,0.9959586508479287,0.031358107769903054
-71.30342895600646,5.1388070008175984e-05,0.9946556634115425,0.031190829751272322
-71.29972170584168,5.1422079334471335e-05,0.9933546905633147,0.03103332983451161
-71.2960125056375,5.1456137034120274e-05,0.9920557293321594,0.030885061063643075
-71.29230124647583,5.14902354572479e-05,0.9907587767413528,0.030745505759779787
-71.28858794938087,5.1524375028520435e-05,0.9894638298971872,0.03061418846675973
-71.28487263292372,5.15585562940559e-05,0.9881708857543221,0.03049063334808607
-71.28115530228288,5.159277946001522e-05,0.9868799413986502,0.03037441249849548
-71.27743593844748,5.162704388356576e-05,0.985590993883181,0.030265116101732395
-71.27371451470823,5.1661348332736874e-05,0.9843040402652485,0.030162357051056275
-71.26999103616117,5.1695692609075316e-05,0.9830190776069526,0.03006577020636546
-71.26626556740754,5.1730079505973515e-05,0.9817361025224802,0.029974961680502742
-71.26253815481708,5.176451126085751e-05,0.9804551134413995,0.029889752927076692
-71.25880869840405,5.1798983335022066e-05,0.9791761060477426,0.02980968579630917
-71.2550772097823,5.183349624261742e-05,0.9778990779210072,0.029734524680890332
-71.25134370934717,5.186805070454687e-05,0.9766240261400524,0.02966399582143174
-71.24760818982529,5.1902646335179935e-05,0.9753509478587096,0.029597846029126924
-71.24387064330367,5.193728261926862e-05,0.9740798400263716,0.029535817527832714
-71.24013114587001,5.197196341664596e-05,0.9728106998080489,0.029477684147199944
-71.23638963747493,5.200668554214855e-05,0.9715435242967062,0.02942322951712958
-71.23264611797677,5.204144894897133e-05,0.9702783106099752,0.02937224928527587
-71.22890059369401,5.20762539002249e-05,0.9690150558966871,0.029324552272600345
-71.22515308129368,5.2111101172880386e-05,0.967753757192013,0.029279949556597688
-71.22140358287365,5.214599075576188e-05,0.9664944109999101,0.029238234869460682
