V,n,s,Ca
-65.68745554691448,0.4959207083738476,1.0612322550464421,0.05002113065391497
-73.58014585870053,0.11067512852394899,1.0598072938530916,0.04880798752862097
-72.56983368673616,0.024722906502360573,1.0583812056572834,0.04764019098138642
-71.83142508006077,0.005550814217176828,1.0569708617774192,0.04663539915084
-71.47250669148845,0.00127645055152038,1.0555711673832735,0.045747171954634236
-71.33359316505667,0.0003242243627516042,1.0541774018950167,0.04493486731262157
-71.28511269778191,0.00011230786624810278,1.0527871501990302,0.044176915463862154
-71.26770496135805,6.52151923623548e-05,1.051399481509711,0.04346367151292315
-71.25994774307932,5.4783540790463816e-05,1.050014086293763,0.042790501372992465
-71.25501064153269,5.2496985691987444e-05,1.0486308685405283,0.04215456292232465
-71.25086557821837,5.201863357389062e-05,1.047249798377488,0.04155364512269514
-71.24693612800816,5.1940878030802234e-05,1.0458708652159299,0.04098579583615639
-71.24306301488656,5.195142103364734e-05,1.0444940638855942,0.04044920790776694
-71.23920310214274,5.198136284396751e-05,1.0431193907051177,0.03994218287574923
-71.23534507947467,5.2015982154685315e-05,1.041746842400187,0.03946311696571172
-71.23148583593449,5.205156520708246e-05,1.0403764158038418,0.03901049427287421
-71.22762456763759,5.2087414042090894e-05,1.0390081077827458,0.03858288128403555
-71.22376106183671,5.212333804918402e-05,1.0376419152155754,0.038178922348096264
-71.21989526760686,5.215929966647931e-05,1.036277834987742,0.03779733552824914
-71.21602719644639,5.219515820956667e-05,1.0349158639898701,0.037436906650533945
-71.21215693075362,5.2230727577170454e-05,1.0335559991182375,0.03709648897535779
-71.20828412421172,5.2267383791236855e-05,1.032198237269477,0.03677500118520751
-71.2044091237459,5.2303669907656593e-05,1.0308425753516524,0.03647141504992536
-71.20053184909223,5.233989405438841e-05,1.0294890102732053,0.03618476044229043
-71.19665228074147,5.23761546563581e-05,1.0281375389259984,0.035914113613366154
-71.19277042129765,5.241245816824559e-05,1.0267881583118128,0.035658631468510886
-71.18888627528875,5.244880314182493e-05,1.0254408652536555,0.03541746305196451
-71.18499984184882,5.2485196842099285e-05,1.0240956567185602,0.035189844637865196
-71.18111111663927,5.252164773284832e-05,1.0227525296384306,0.0349750378060146
-71.17722009957063,5.255815389095716e-05,1.0214114809506016,0.03477235035583007
-71.1733267926198,5.2594709840439654e-05,1.0200725075966817,0.0345811255716154
-71.1694312064582,5.2631298987600755e-05,1.018735606522939,0.03440074156127447
-71.16553336877287,5.266790218021635e-05,1.017400774680873,0.03423061453048163
-71.1616332733174,5.270456938057903e-05,1.0160680090257772,0.03407018718375851
-71.15773088354827,5.2741289505343935e-05,1.0147373065170175,0.03391893347911266
-71.15382621485364,5.277806015156071e-05,1.0134086641171014,0.03377635603403484
-71.14991927266718,5.281487826057908e-05,1.0120820787837155,0.033641983234963674
-71.14601006020811,5.28517435455301e-05,1.010757547558199,0.0335153811288238
-71.14209858174864,5.2888655969485625e-05,1.0094350673269052,0.0333961147153485
-71.13818483954817,5.292561566894987e-05,1.0081146351104773,0.03328379202163305
-71.1342688308072,5.296262277233468e-05,1.0067962478961259,0.03317803698737351
-71.13035055277567,5.299967707821746e-05,1.0054799026755579,0.033078493759241864
-71.126430012123,5.303677827812491e-05,1.0041655964451448,0.0329848260578961
-71.12250722288124,5.307392693608196e-05,1.002853325742862,0.03289667035559761
-71.11858219355105,5.3111123667027824e-05,1.0015430889628005,0.03281386174006686
-71.11465488287224,5.314836761382811e-05,1.000234881693043,0.03273597613010346
-71.11072532561954,5.3185659044499116e-05,0.9989287014591389,0.0326627948192835
-71.10679351757247,5.322299796755992e-05,0.9976245452744155,0.03259406338326063
-71.10285945665893,5.326038431019849e-05,0.9963224102291266,0.0325295461219969
-71.09892314371393,5.329781799137166e-05,0.9950222932045583,0.03246900267370173
-71.09498460404157,5.333530038613146e-05,0.9937241913018728,0.032412221736286245
-71.0910438177353,5.3372830348815595e-05,0.9924281015494589,0.032359000715744955
-71.08710078569577,5.341040791307651e-05,0.991134021000556,0.032309147979423525
-71.08315551246163,5.344803325126992e-05,0.9898419467402817,0.03226248392384522
-71.07920800510512,5.348570668900289e-05,0.9885518757374872,0.03221883077507018
-71.07525826351609,5.352342816804388e-05,0.9872638044180305,0.0321779939548149
-71.07130628759899,5.356119772661341e-05,0.9859777318395095,0.03213992131454914
-71.06735206483323,5.359901418447639e-05,0.9846936530429594,0.03210436355531842
-71.0633956188664,5.3636879210523314e-05,0.9834115657841515,0.032071218378416005
-71.05943694658193,5.367479250265454e-05,0.9821314672174758,0.03204035949169753
-71.05547604643147,5.371275384697961e-05,0.9808533542986329,0.03201165743723775
-71.05151292075048,5.3750763183043324e-05,0.9795772241331363,0.03198499680658961
-71.04754758254529,5.378882160788895e-05,0.9783030738207489,0.03196026749203397
-71.04358001933383,5.382692795041975e-05,0.9770309004286726,0.031937364920526144
-71.03961023657295,5.386508256539213e-05,0.9757607011402317,0.031916193652888884
-71.03563823813279,5.3903285637148295e-05,0.9744924729466313,0.03189665643146004
-71.03166402728425,5.3941537254482185e-05,0.9732262129887279,0.03187866629778884
-71.02768760313442,5.397983730049092e-05,0.9719619183427657,0.03186213895935126
-71.02370896427459,5.401818552991025e-05,0.9706995862031298,0.031846997668311325
-71.01972811808778,5.405658241177719e-05,0.9694392135913493,0.03183316523913488
-71.01574506640085,5.409502801434931e-05,0.9681807977210549,0.03182057370245529
-71.01175980903704,5.4133522240521497e-05,0.9669243357236053,0.03180915658772918
-71.00777234701155,5.417206497355277e-05,0.9656698245926413,0.03179884681166542
