V,n,s,Ca
-64.54336038437704,0.5347092747879966,0.9735740747658624,0.044338358113538666
-73.57821304317399,0.11932987517286145,0.9722822943733125,0.04309146441436939
-72.4935807932046,0.026654137236613494,0.9709879138433753,0.0418934746796109
-71.65881674148483,0.005982565168106302,0.9697105314217063,0.040881623934473955
-71.23050044163489,0.0013742948820685186,0.9684450724470866,0.04000638645276701
-71.05566979293957,0.00034797683203025096,0.9671862695040094,0.039220601264173025
-70.99155791358376,0.00011972190257815498,0.9659312222330042,0.038497555265797984
-70.96769031064827,6.906408410567162e-05,0.9646787421291431,0.03782470587338953
-70.95701685019765,5.787130214854209e-05,0.9634284119100054,0.037195905453269694
-70.95040892912425,5.5432667203814076e-05,0.9621800961372121,0.03660743831772554
-70.94500403901894,5.4932654286352353e-05,0.9609337517393253,0.036056491706383906
-70.93994381107775,5.486057970170954e-05,0.9596893640787735,0.0355406350618492
-70.93497806638737,5.4882356875934566e-05,0.9584469269444209,0.03505765104136373
-70.9300352664604,5.492462953781321e-05,0.9572064365646277,0.03460547859559061
-70.92509554761767,5.4971836655548715e-05,0.9559678898690532,0.03418219015351675
-70.92015319357219,5.502007600645419e-05,0.9547312839808157,0.03378598025748907
-70.9152066225247,5.506862781775939e-05,0.9534966160826877,0.03341515670399969
-70.9102553917161,5.5117296819216416e-05,0.9522638833768746,0.03306813329728
-70.90529937751238,5.5166045890206586e-05,0.9510330830741921,0.03274342321111312
-70.90033859071612,5.521472352567182e-05,0.9498042123913145,0.03243963040447305
-70.8953731614913,5.526312748265258e-05,0.9485772685509113,0.03215544813292746
-70.8904025112922,5.531274952177752e-05,0.9473522487717033,0.03188965586597971
-70.88542717691502,5.536201255367885e-05,0.9461291502894298,0.03164110167876053
-70.8804470481636,5.5411249455799755e-05,0.9449079703367296,0.03140870894209988
-70.87546208925002,5.5460566895207834e-05,0.9436887061318232,0.031191461516188818
-70.8704722955707,5.5509972119570565e-05,0.9424713549915901,0.03098844027723304
-70.86547766549272,5.555946378452789e-05,0.9412559140730689,0.03079872479344578
-70.86047819414428,5.560904985006858e-05,0.9400423806623432,0.03062149727714493
-70.8554738751827,5.565873955123156e-05,0.9388307520141924,0.030455972861513126
-70.85046470687845,5.57085310785234e-05,0.9376210253884264,0.03030142318862202
-70.84545068978824,5.575841893078396e-05,0.9364131980488108,0.030157163103604813
-70.84043183099502,5.580838605931415e-05,0.9352072672634133,0.03002254924218507
-70.83540813228042,5.585841086009079e-05,0.9340032303048742,0.029896983953287617
-70.83037955766699,5.590854360278552e-05,0.9328010844492002,0.029779900367377068
-70.82534612834573,5.595877793823243e-05,0.9316008269772786,0.029670768476056573
-70.82030784162511,5.600911091841996e-05,0.9304024551720753,0.029569091625242603
-70.81526469062219,5.60595380292032e-05,0.9292059663124074,0.02947440306890444
-70.81021667417885,5.611005933595422e-05,0.9280113577521651,0.029386277168080285
-70.80516379092983,5.616067505375227e-05,0.9268186267067412,0.029304290592975124
-70.80010603753324,5.621138528348453e-05,0.9256277705117644,0.029228065630833154
-70.79504340875994,5.626219006973745e-05,0.9244387864731234,0.029157242987162203
-70.7899759026216,5.6313089603467164e-05,0.9232516719009026,0.029091485607513373
-70.78490352229011,5.636408439762924e-05,0.9220664241094728,0.029030477822567718
-70.77982626644484,5.641517491572333e-05,0.9208830400034124,0.02897388189344375
