V,n,s,Ca
-64.34763119510721,0.47629971887459155,1.0391353192987067,0.050220653034873684
-73.67937524129228,0.1062981215184887,1.0377463804386517,0.048560492084684624
-72.82895105100751,0.023745298490848256,1.0363507945440165,0.04694668570664898
-72.23848634127641,0.005330552659693598,1.03496829198377,0.04550565302025054
-71.96850462351367,0.0012242649238791146,1.0335943091252173,0.044195810059266975
-71.86969474690065,0.00030906044381982215,1.0322250974704432,0.042983982888196375
-71.83663766315765,0.00010520611482663149,1.0308588934601712,0.04185242033235672
-71.82487165112471,5.983886220019063e-05,1.0294950614079765,0.0407920063689907
-71.81937768450945,4.9763879717766506e-05,1.0281334010630798,0.03979708884909124
-71.8156317354842,4.754323215050158e-05,1.0267738525466468,0.03886329670854786
-71.81235624096794,4.7070317444463384e-05,1.0254163971486052,0.037986799870565614
-71.80920389675019,4.698579365266961e-05,1.0240610276005773,0.03716407799782816
-71.80608245992609,4.6987211077332915e-05,1.0227077397166804,0.0363918460854208
-71.8029678216342,4.700759165422416e-05,1.0213565301283456,0.03566702480924433
-71.7998538604719,4.7032551960099086e-05,1.0200073956846072,0.03498672335496631
-71.79673892343006,4.705845121360423e-05,1.018660333291685,0.03434822783367666
-71.79362259764298,4.708459730997724e-05,1.0173153398750558,0.0337489898696738
-71.79050477467297,4.7110800989271093e-05,1.015972412368353,0.03318661662181257
-71.78738543218212,4.7137024361705313e-05,1.0146315477108407,0.032658861407488735
-71.78426457958764,4.716313257732079e-05,1.0132927428465186,0.03216361125097129
-71.78114227029089,4.718894855674682e-05,1.011955994724569,0.03169888498183047
-71.77801826850357,4.721578581529266e-05,1.010621300296249,0.03126282888820948
-71.77489282694411,4.724225224313291e-05,1.0092886565214505,0.03085369088950003
-71.77176588027189,4.7268642644437505e-05,1.0079580603618368,0.03046983056964549
-71.76863741481813,4.7295051057386265e-05,1.0066295087626123,0.030109697095263767
-71.76550743470018,4.732148355290658e-05,1.0053029987769364,0.02977188532258377
-71.76237594592598,4.734793867518659e-05,1.0039785272822361,0.02945498602596017
-71.75924294781096,4.737442338614646e-05,1.0026560912974687,0.029157744750839716
-71.75610843381408,4.74009458012411e-05,1.0013356878070285,0.028878955863509567
-71.7529723976162,4.7427503922348116e-05,1.000017313800581,0.028617498410376575
-71.7498348308072,4.7454092177035214e-05,0.9987009662719297,0.028372316229368283
-71.74669571968268,4.748069347722697e-05,0.9973866422192901,0.028142416000422485
-71.74355515472033,4.750729082103718e-05,0.9960743386468306,0.027926873155544
-71.74041328607493,4.753393773378038e-05,0.9947640525633876,0.027724809715868284
-71.73726982171415,4.756061586042206e-05,0.993455780977788,0.027535403273369403
-71.73412480206878,4.758732293673685e-05,0.9921495209046028,0.02735788189560952
-71.73097829875653,4.761405867976204e-05,0.990845269354069,0.027191518919798197
-71.72783030462385,4.7640822221010317e-05,0.9895430234178767,0.027035650555301313
-71.72468081819932,4.766761308051272e-05,0.9882427800353982,0.026889615636774177
-71.72152985007324,4.7694431657671285e-05,0.9869445362781226,0.026752823146900258
-71.71837741261864,4.7721278979922815e-05,0.985648289184733,0.02662470998212204
-71.71522349987426,4.774815513023329e-05,0.9843540357981381,0.026504747030509052
-71.71206808525798,4.777505812235883e-05,0.98306177316551,0.026392437909378945
-71.70891117171774,4.780198678150251e-05,0.981771497883594,0.026287250499935372
-71.70575277162017,4.7828940943114654e-05,0.9804832083738195,0.02618894414581403
-71.70259297339992,4.7855929441789396e-05,0.979196900300573,0.02609690532251395
-71.69943167239956,4.7882943527185046e-05,0.97791257123009,0.026010821140261084
-71.69626889846533,4.7909985172075454e-05,0.9766302182267577,0.02593032931093693
-71.69310465814156,4.793705492476521e-05,0.9753498384303277,0.025855096428618867
-71.6899389561745,4.7964153042604316e-05,0.9740714287750641,0.02578478467569261
-71.68677178011238,4.7991277167233495e-05,0.9727949864109263,0.0257190993417318
-71.68360314382389,4.8018429372731895e-05,0.9715205084170501,0.02565776036303912
-71.68043305166648,4.804560989587587e-05,0.9702479918966693,0.025600504396152617
-71.67726150282165,4.807281839462079e-05,0.968977433984246,0.025547086386531827
-71.67408849792145,4.8100054476570096e-05,0.9677088316999145,0.02549726533629346
-71.67091404318566,4.812731854973092e-05,0.9664421815301139,0.025450780051464183
-71.66773814125094,4.815461079656972e-05,0.9651774825484278,0.025407560416108373
-71.66456079110368,4.81819317962751e-05,0.9639147298799373,0.02536727528727858
-71.66138199311467,4.820928023287939e-05,0.9626539213181146,0.02532979056295921
-71.6582017507587,4.823665649215365e-05,0.9613950540655293,0.025294941215831406
-71.65502006561832,4.8264060739102845e-05,0.9601381251293696,0.02526255902968994
-71.65183694127563,4.8291493046962696e-05,0.9588831316640578,0.025232495317382826
-71.64865238444756,4.831895317689299e-05,0.9576300708182619,0.02520460915982443
-71.6454663897752,4.834644137897483e-05,0.9563789397087747,0.025178767805332347
-71.64227896138559,4.837395762088591e-05,0.9551297355664301,0.02515485090292816
-71.63909010269117,4.840150189749757e-05,0.9538824554331775,0.025132736563933153
-71.63589981734549,4.842907424962902e-05,0.9526370964980806,0.02511231668395483
-71.63270810587213,4.8456674739839446e-05,0.9513936558866761,0.02509348721604342
-71.62951496559825,4.848430320272533e-05,0.9501521308406069,0.025076154073552896
-71.62632040340567,4.8511959692890576e-05,0.9489125184315479,0.02506022330603344
-71.62312442265919,4.853964433140273e-05,0.9476748159200475,0.02504561283571247
-71.61992702269724,4.856735704012108e-05,0.9464390204857307,0.025032242933181466
-71.61672820370269,4.8595097713891847e-05,0.945205129172802,0.025020033521225254
-71.61352796834427,4.862286627198693e-05,0.9439731392387075,0.02500891630360692
-71.61032634672137,4.865066412939731e-05,0.942743047843706,0.02499882406968834
-71.60712330061888,4.8678489357658044e-05,0.9415148522376402,0.024989696386978146
-71.60391884806565,4.8706342823906074e-05,0.9402885495083184,0.024981472578446025
-71.60071298996013,4.873422443033465e-05,0.9390641368960959,0.024974098704410336
-71.59750572960577,4.8762134278820605e-05,0.9378416118162431,0.02496752762546713
-71.5942970684252,4.8790072474869604e-05,0.936620971419492,0.024961710102812146
-71.59108701068145,4.8818038889975874e-05,0.9354022125942664,0.024956591977548608
-71.58787556233803,4.88460328484312e-05,0.9341853327185393,0.02495213494839913
-71.58466271566644,4.887405554338664e-05,0.932970329033137,0.024948299714832072
-71.58144847913525,4.890210636624321e-05,0.9317571987518167,0.024945048491072184
-71.57823285335148,4.893018547068449e-05,0.9305459391365513,0.024942346380220592
-71.57501584029222,4.895829282802881e-05,0.9293365474768581,0.024940161034222277
-71.57179744226832,4.898642841417635e-05,0.9281290208642496,0.024938459142446
-71.56857766295963,4.9014592188634056e-05,0.9269233566030549,0.024937212281349395
-71.56535650649376,4.9042784153357924e-05,0.9257195519395334,0.024936393080761027
-71.56213397209827,4.907100458495866e-05,0.9245176041249876,0.024935977091264546
-71.55891006175348,4.909925360414029e-05,0.9233175104063697,0.024935938141376308
-71.55568477851877,4.9127530892205264e-05,0.9221192680451076,0.024936255414966045
-71.55245812447616,4.9155836438891795e-05,0.920922874293246,0.02493690463068301
-71.5492301020989,4.9184170296415426e-05,0.9197283264231414,0.024937868500213272
-71.54600071366325,4.921253244051212e-05,0.9185356216957673,0.02493912575074977
-71.54276996150197,4.924092291744377e-05,0.9173447573856178,0.02494065938826423
-71.53953784794624,4.92693417632572e-05,0.9161557307665046,0.02494245215604777
-71.53630437529314,4.9297788971756314e-05,0.9149685391267419,0.02494449030608082
-71.53306954587082,4.932626457540626e-05,0.9137831797414937,0.0249467569117546
-71.52983336199533,4.9354768618481655e-05,0.9125996498977492,0.02494923826891427
-71.52659582597865,4.938330102655256e-05,0.9114179468884768,0.02495192041451048
-71.52335694013307,4.941186186817103e-05,0.9102380680124497,0.024954792872632726
-71.52011670676825,4.944045117886429e-05,0.9090600105743633,0.024957846134978683
