V,n,s,Ca
-62.75340252654028,0.544790569499729,1.1148960804526193,0.054125534803626967
-73.69980430345808,0.12157997873293554,1.1133955040196493,0.05242629397981612
-72.8514503143675,0.027154785430151998,1.111886251117137,0.050754103968924685
-72.27729320121357,0.006091065862474377,1.1103900646902314,0.04925780047741511
-72.02123397912264,0.00139364675580541,1.1089023046783337,0.04789367844637708
-71.92946384360945,0.0003464842897933679,1.1074193125362881,0.0466279856100163
-71.89896520679436,0.00011315954121359204,1.1059394227160044,0.0454431678943829
-71.8878759282616,6.120770094037453e-05,1.1044620505923122,0.04433035422918377
-71.88243403154607,4.966156199224409e-05,1.1029870149443248,0.04328404379192804
-71.87856184167445,4.711281341538433e-05,1.101514261623785,0.04229995617861444
-71.87511457538284,4.656752569520061e-05,1.1000437732968096,0.041374322910597845
-71.8717797751167,4.64678142826651e-05,1.098575542842177,0.040503669727738924
-71.86847338437195,4.646678697917046e-05,1.097109565911626,0.03968474700802252
-71.86517297246891,4.6487556222424975e-05,1.0956458389044836,0.0389145020509485
-71.86187267247587,4.6513594015952685e-05,1.094184358424293,0.038190063022405754
-71.85857085564474,4.654071513857567e-05,1.0927251211304974,0.03750872817826925
-71.8552670958027,4.656812252947975e-05,1.0912681237020752,0.03686795521670552
-71.85196127610982,4.6595598412318684e-05,1.0898133628267161,0.03626535197651968
-71.84865337354499,4.6623099209842216e-05,1.0883608351982323,0.03569866770949077
-71.84534341673216,4.665047128346291e-05,1.0869105375157344,0.035165781221916374
-71.84203151416857,4.667751402518449e-05,1.085462466484214,0.034664699388268695
-71.83871709817717,4.6705719821983324e-05,1.0840166188079332,0.03419355303478963
-71.83540080285564,4.673350750090919e-05,1.0825729912060214,0.033750572369485185
-71.83208244741887,4.67612110911885e-05,1.0811315803957104,0.03333409661782195
-71.82876199349944,4.678893747745904e-05,1.0796923830771632,0.03294255239270754
-71.82543944870066,4.681669369821419e-05,1.0782553960673853,0.03257451105929719
-71.82211482823827,4.6844478334977924e-05,1.0768206159936293,0.03222853714543489
-71.81878813454924,4.68722995188027e-05,1.0753880396360023,0.0319033497524948
-71.81545934714579,4.6900166306852826e-05,1.0739576637371604,0.031597715657171344
-71.81212841630737,4.692807540764279e-05,1.0725294850452256,0.03131048549310976
-71.80879525923739,4.695601863805163e-05,1.0711035003125475,0.031040574118966074
-71.80545960400414,4.6983969321497845e-05,1.0696797062947057,0.030786958890427256
-71.80212196903815,4.701191832976203e-05,1.06825809975938,0.030548685596361612
-71.79878391155314,4.703996433292121e-05,1.0668386774875238,0.03032484679558818
-71.79544308220618,4.706803368760662e-05,1.0654214362314378,0.03011459033274769
-71.79209955522552,4.7096123320434333e-05,1.0640063727668112,0.029917114761312105
-71.78875412058716,4.71242528453499e-05,1.0625934838704718,0.029731664074504713
-71.78540666034023,4.715241823172843e-05,1.0611827664003142,0.029557546149107446
